method,source
/smallsql/database/ExpressionFunctionTimestampDiff/getInt(),"[""int getInt() throws Exception {"",""\t\tif(isNull()) return 0;"",""\t\tswitch(interval){"",""\t\t\tcase SQLTokenizer.SQL_TSI_FRAC_SECOND:"",""\t\t\t\treturn (int)(param2.getLong() - param1.getLong());"",""\t\t\tcase SQLTokenizer.SQL_TSI_SECOND:"",""\t\t\t\treturn (int)(param2.getLong() /1000 - param1.getLong() /1000);"",""\t\t\tcase SQLTokenizer.SQL_TSI_MINUTE:"",""\t\t\t\treturn (int)(param2.getLong() /60000 - param1.getLong() /60000);"",""\t\t\tcase SQLTokenizer.SQL_TSI_HOUR:"",""\t\t\t\treturn (int)(param2.getLong() /3600000 - param1.getLong() /3600000);"",""\t\t\tcase SQLTokenizer.SQL_TSI_DAY:"",""\t\t\t\treturn (int)(param2.getLong() /86400000 - param1.getLong() /86400000);"",""\t\t\tcase SQLTokenizer.SQL_TSI_WEEK:{"",""\t\t\t\tlong day2 = param2.getLong() /86400000;"",""\t\t\t\tlong day1 = param1.getLong() /86400000;"",""\t\t\t\t// the 1. Jan 1970 is a Thursday --\> 3"",""\t\t\t\treturn (int)((day2 + 3) / 7 - (day1 + 3) / 7);"",""\t\t\t}case SQLTokenizer.SQL_TSI_MONTH:{"",""\t\t\t\tDateTime.Details details2 = new DateTime.Details(param2.getLong());"",""\t\t\t\tDateTime.Details details1 = new DateTime.Details(param1.getLong());"",""\t\t\t\treturn (details2.year * 12 + details2.month) - (details1.year * 12 + details1.month);"",""\t\t\t}"",""\t\t\tcase SQLTokenizer.SQL_TSI_QUARTER:{"",""\t\t\t\tDateTime.Details details2 = new DateTime.Details(param2.getLong());"",""\t\t\t\tDateTime.Details details1 = new DateTime.Details(param1.getLong());"",""\t\t\t\treturn (details2.year * 4 + details2.month / 3) - (details1.year * 4 + details1.month / 3);"",""\t\t\t}"",""\t\t\tcase SQLTokenizer.SQL_TSI_YEAR:{"",""\t\t\t\tDateTime.Details details2 = new DateTime.Details(param2.getLong());"",""\t\t\t\tDateTime.Details details1 = new DateTime.Details(param1.getLong());"",""\t\t\t\treturn details2.year - details1.year;"",""\t\t\t}"",""\t\t\tdefault: throw new Error();"",""\t\t}"",""\t}""]"
"/smallsql/database/StoreImpl/copyValueFrom(smallsql.database.StoreImpl,int,int)","[""void copyValueFrom( StoreImpl store, int valueOffset, int length){"",""\t\tSystem.arraycopy( store.page, valueOffset, this.page, this.offset, length);"",""\t\tthis.offset += length;"",""    }""]"
/smallsql/database/Columns/get(int),"[""final Column get(int idx){"",""\t\tif (idx \>= size)"",""\t\t\tthrow new IndexOutOfBoundsException(\""Column index: \""+idx+\"", Size: \""+size);"",""\t\treturn data[idx];"",""\t}""]"
/smallsql/junit/TestFunctions/suite(),"[""public static Test suite() throws Exception{"",""        TestSuite theSuite = new TestSuite(\""Functions\"");"",""        for(int i=0; i\<TESTS.length; i++){"",""            theSuite.addTest(new TestFunctions( TESTS[i] ) );"",""        }"",""        return theSuite;"",""    }""]"
/smallsql/junit/TestOrderBy/testOrderBy_char(),"[""public void testOrderBy_char() throws Exception{"",""\t\tinit();"",""\t\tConnection con = AllTests.getConnection();"",""\t\tStatement st = con.createStatement();"",""\t\tResultSet rs;"",""\t\tString oldValue;"",""\t\t"",""\t\trs = st.executeQuery(\""SELECT * FROM \"" + table1 + \"" ORDER  by c\"");"",""\t\t"",""\t\tassertTrue( rs.next() );"",""\t\t"",""\t\toldValue = rs.getString(\""c\"");"",""\t\tassertNull(oldValue);"",""\t\tassertTrue( rs.next() );"",""\t\toldValue = rs.getString(\""c\"");"",""\t\t"",""\t\tint count = 1;"",""\t\twhile(rs.next()){"",""\t\t\tString newValue = rs.getString(\""c\"");"",""\t\t\tassertTrue( oldValue + \""\<\"" + newValue, oldValue.compareTo( newValue ) \< 0 );"",""\t\t\toldValue = newValue;"",""\t\t\tcount++;"",""\t\t}"",""\t\trs.close();"",""\t\tassertEquals( valueCount, count );"",""\t}""]"
/smallsql/database/ExpressionFunctionLog/getFunction(),"[""final int getFunction(){ return SQLTokenizer.LOG; }""]"
"/smallsql/database/SSCallableStatement/setFloat(java.lang.String,float)","[""public void setFloat(String parameterName, float x) throws SQLException {"",""        setFloat( findParameter( parameterName ), x );"",""    }""]"
/smallsql/database/SortedResult/afterLast(),"[""void afterLast() throws Exception{"",""        useSetRowPosition = false;"",""        if(sortedRowCount \> 0){"",""            scrollStatus.afterLast();"",""            scrollStatus.getRowOffset(false); //previous position"",""        }else{"",""            rowSource.beforeFirst();"",""        }"",""        row = sortedRowCount;"",""        while(next()){"",""            // scroll to the end if there inserted rows"",""        }"",""\t}""]"
"/smallsql/database/SSCallableStatement/setShort(java.lang.String,short)","[""public void setShort(String parameterName, short x) throws SQLException {"",""        setShort( findParameter( parameterName ), x );"",""    }""]"
/smallsql/database/MutableLong/doubleValue(),"[""public double doubleValue() {"",""\t\treturn value;"",""\t}""]"
/smallsql/junit/BenchTest/test_Scroll_getXXX(java.sql.Connection),"[""/**"",""      *  11. Test"",""      *  Scroll and call the getXXX methods for every columns."",""      */  "",""    static void test_Scroll_getXXX(Connection con){"",""        System.out.println();"",""        System.out.println( \""Test scroll and call the getXXX methods for every columns: \"" + rowCount + \"" rows\"");"",""        "",""        try{"",""            Statement st = con.createStatement();"",""            long time = -System.currentTimeMillis();"",""            ResultSet rs = st.executeQuery(\""SELECT * FROM \"" + tableName);"",""            for (int i=0; i\<rowCount; i++){"",""                    rs.next();"",""\t                rs.getInt   (  1 );"",""\t                rs.getBytes (  2 );"",""\t                rs.getString(  3 );"",""\t                rs.getDate  (  4 );"",""\t                rs.getFloat (  5 );"",""\t                rs.getFloat (  6 );"",""\t                rs.getBytes (  7 );"",""\t                rs.getInt   (  8 );"",""\t                rs.getDouble(  9 );"",""\t                rs.getDouble(  10 );"",""\t                rs.getFloat (  11 );"",""\t                rs.getTime  (  12 );"",""\t                rs.getShort (  13 );"",""\t                rs.getFloat (  14 );"",""\t                rs.getString(  15 );"",""\t                rs.getString(  16 );"",""\t                rs.getByte  (  17 );"",""\t                rs.getBytes (  18 );"",""\t                rs.getString(  19 );"",""            }"",""            time += System.currentTimeMillis();"",""            System.out.println( \""  Test time: \"" + time + \"" ms\"");"",""            st.close();"",""        }catch(Exception e){"",""            System.out.println(\""  Failed:\""+e);"",""        }finally{"",""            System.out.println();"",""            System.out.println(\""===================================================================\"");"",""        }"",""    }""]"
"/smallsql/database/SSCallableStatement/getTimestamp(java.lang.String,java.util.Calendar)","[""public Timestamp getTimestamp(String parameterName, Calendar cal) throws SQLException {"",""        return getTimestamp( findParameter( parameterName ), cal );"",""    }""]"
/smallsql/junit/TestAlterTable2/testAdd2Keys(),"[""public void testAdd2Keys() throws Exception{"",""        Connection con = AllTests.getConnection();"",""        Statement st = con.createStatement();"",""        st.execute(\""create table \""+table+\"" (a varchar(2) unique)\"");"",""        st.execute(\""alter table \""+table+\"" add b varchar(4) primary key\"");"",""        ResultSet rs = st.executeQuery(\""Select * From \"" + table);"",""        assertRSMetaData( rs, new String[]{\""a\"", \""b\""},  new int[]{Types.VARCHAR, Types.VARCHAR} );"",""        rs = con.getMetaData().getIndexInfo( null, null, table, false, false );"",""        assertRowCount( 2, rs );"",""    }""]"
/smallsql/database/Column/isAutoIncrement(),"[""boolean isAutoIncrement(){"",""        return identity;"",""    }""]"
"/smallsql/database/SSCallableStatement/setTimestamp(java.lang.String,java.sql.Timestamp)","[""public void setTimestamp(String parameterName, Timestamp x) throws SQLException {"",""        setTimestamp( findParameter( parameterName ), x );"",""    }""]"
/smallsql/database/Distinct/first(),"[""final boolean first() throws Exception {"",""\t\tbeforeFirst();"",""\t\treturn next();"",""\t}""]"
"/smallsql/database/SSDriver/connect(java.lang.String,java.util.Properties)","[""public Connection connect(String url, Properties info) throws SQLException{"",""        if(!acceptsURL(url)){"",""            return null;"",""        }"",""        return new SSConnection(parse(url, info));"",""    }""]"
/smallsql/database/Scrollable/isExpressionsFromThisRowSource(smallsql.database.Expressions),"[""/**"",""     * @inheritDoc"",""     */"",""    boolean isExpressionsFromThisRowSource(Expressions columns){"",""        return rowSource.isExpressionsFromThisRowSource(columns);"",""    }""]"
/smallsql/database/ExpressionFunctionConvert/convertToString(),"[""final private String convertToString() throws Exception{"",""\t\tif(param2 != null){"",""\t\t\tint type = param1.getDataType();"",""\t\t\tswitch(type){"",""\t\t\t\tcase SQLTokenizer.SMALLDATETIME:"",""\t\t\t\t\ttype = SQLTokenizer.TIMESTAMP;"",""\t\t\t\tcase SQLTokenizer.TIMESTAMP:"",""\t\t\t\tcase SQLTokenizer.DATE:"",""\t\t\t\tcase SQLTokenizer.TIME:"",""\t\t\t\t\treturn new DateTime( param1.getLong(), type ).toString(param2.getInt());"",""\t\t\t\tdefault:"",""\t\t\t\t\treturn param1.getString();"",""\t\t\t}"",""\t\t\t//TODO Format for MONEY, REAL and DOUBLE"",""\t\t}else"",""\t\t\treturn param1.getString();"",""\t}""]"
/smallsql/database/MutableNumeric/getImmutableObject(),"[""public Object getImmutableObject(){"",""\t\treturn toBigDecimal();"",""\t}""]"
/smallsql/database/ExpressionArithmetic/getFloatImpl(),"[""private float getFloatImpl() throws java.lang.Exception {"",""        switch(operation){"",""            case ADD: return left.getFloat() + right.getFloat();"",""            case SUB: return left.getFloat() - right.getFloat();"",""            case MUL: return left.getFloat() * right.getFloat();"",""            case DIV: return left.getFloat() / right.getFloat();"",""            case NEGATIVE:  return           - left.getFloat();"",""            case MOD:\t\treturn left.getFloat() % right.getFloat();"",""        }"",""        throw createUnspportedConversion( SQLTokenizer.REAL );"",""    }""]"
/smallsql/database/SSDatabaseMetaData/getIdentifierQuoteString(),"[""public String getIdentifierQuoteString() {"",""    \treturn \""\\\""\"";"",""    }""]"
/smallsql/database/IndexScrollStatus/getRowOffset(boolean),"[""/**"",""\t * Return the next rowOffset of this index. You need to call reset() before the first use. "",""\t * @param next if true the next rowOffset else the previous rowOffset"",""\t */"",""\tfinal long getRowOffset( boolean scroll){"",""\t\tif(longList != null){"",""\t\t\tlong rowOffset = scroll ? "",""\t\t\t\t\t\t\t\tlongList.getNext(longListEnum) : "",""\t\t\t\t\t\t\t\tlongList.getPrevious(longListEnum);"",""\t\t\tif(rowOffset \< 0){"",""\t\t\t\t// No more entries on this node"",""\t\t\t\tlongList = null;"",""\t\t\t}else{"",""\t\t\t\treturn rowOffset;"",""\t\t\t}"",""\t\t}"",""\t\twhile(true){"",""\t\t\tIndexNodeScrollStatus status = (IndexNodeScrollStatus)nodeStack.peek();"",""\t\t\tint level = status.level;"",""\t\t\tif(!status.asc ^ scroll){"",""\t\t\t\t//ASC order"",""\t\t\t\tint idx = ++status.idx;"",""\t\t\t\tif(idx == -1){"",""\t\t\t\t\tif(status.nodeValue != null){"",""\t\t\t\t\t\tif(status.nodeValue instanceof IndexNode){"",""\t\t\t\t\t\t\tlevel++;"",""\t\t\t\t\t\t\tnodeStack.push("",""\t\t\t\t\t\t\t\tnew IndexNodeScrollStatus( \t(IndexNode)status.nodeValue, "",""\t\t\t\t\t\t\t\t\t\t\t\t\t\t(expressions.get(level).getAlias() != SQLTokenizer.DESC_STR), "",""\t\t\t\t\t\t\t\t\t\t\t\t\t\tscroll, level));"",""\t\t\t\t\t\t\tcontinue;"",""\t\t\t\t\t\t}else"",""\t\t\t\t\t\t\treturn getReturnValue(status.nodeValue);"",""\t\t\t\t\t}"",""\t\t\t\t\t//There is no RowOffset in this node"",""\t\t\t\t\tidx = ++status.idx;"",""\t\t\t\t}"",""\t\t\t\tif(idx \>= status.nodes.length){"",""\t\t\t\t\t//No more nodes in this level"",""\t\t\t\t\tif(nodeStack.size() \> 1){"",""\t\t\t\t\t\tnodeStack.pop();"",""\t\t\t\t\t\tcontinue;"",""\t\t\t\t\t}else{"",""\t\t\t\t\t\t//No more RowOffsets in this Index"",""                        status.idx = status.nodes.length; //to prevent problems with scroll back after multiple calls after the end."",""\t\t\t\t\t\treturn -1;"",""\t\t\t\t\t}"",""\t\t\t\t}"",""\t\t\t\tIndexNode node = status.nodes[idx];"",""\t\t\t\tnodeStack.push( new IndexNodeScrollStatus(node, status.asc, scroll, level) );"",""\t\t\t}else{"",""\t\t\t\t//DESC order"",""\t\t\t\tint idx = --status.idx;"",""\t\t\t\tif(idx == -1){"",""\t\t\t\t\tif(status.nodeValue != null){"",""\t\t\t\t\t\tif(status.nodeValue instanceof IndexNode){"",""\t\t\t\t\t\t\tlevel++;"",""\t\t\t\t\t\t\tnodeStack.push("",""\t\t\t\t\t\t\t\tnew IndexNodeScrollStatus( \t(IndexNode)status.nodeValue, "",""\t\t\t\t\t\t\t\t\t\t\t\t\t\t(expressions.get(level).getAlias() != SQLTokenizer.DESC_STR), "",""\t\t\t\t\t\t\t\t\t\t\t\t\t\tscroll, level));"",""\t\t\t\t\t\t\tcontinue;"",""\t\t\t\t\t\t}else"",""\t\t\t\t\t\t\treturn getReturnValue(status.nodeValue);"",""\t\t\t\t\t}"",""\t\t\t\t\t//There is no RowOffset in this node"",""\t\t\t\t}"",""\t\t\t\tif(idx \< 0){"",""\t\t\t\t\t//No more nodes in this level"",""\t\t\t\t\tif(nodeStack.size() \> 1){"",""\t\t\t\t\t\tnodeStack.pop();"",""\t\t\t\t\t\tcontinue;"",""\t\t\t\t\t}else{"",""\t\t\t\t\t\t//No more RowOffsets in this Index"",""\t\t\t\t\t\treturn -1;"",""\t\t\t\t\t}"",""\t\t\t\t}"",""\t\t\t\tIndexNode node = status.nodes[idx];"",""\t\t\t\tnodeStack.push( new IndexNodeScrollStatus(node, status.asc, scroll, level) );"",""\t\t\t}"",""\t\t}"",""\t}""]"
"/smallsql/database/SQLParser/checkValidIdentifier(java.lang.String,smallsql.database.SQLToken)","[""private void checkValidIdentifier(String name, SQLToken token) throws SQLException{"",""        if(token.value == SQLTokenizer.ASTERISK) return;"",""        if(token.value != SQLTokenizer.VALUE &&"",""\t\t   token.value != SQLTokenizer.IDENTIFIER &&"",""           token.value \< 200){"",""            throw createSyntaxError( token, Language.STXADD_IDENT_EXPECT);"",""        }"",""        if(name.length() == 0) {"",""            throw createSyntaxError( token, Language.STXADD_IDENT_EMPTY, name);"",""        }"",""        char firstChar = name.charAt(0);"",""\t\tif(firstChar != \'#\' && firstChar \< \'@\') {"",""\t\t\tthrow createSyntaxError( token, Language.STXADD_IDENT_WRONG, name );"",""\t\t}"",""    }""]"
"/smallsql/database/IndexDescription/init(smallsql.database.Database,smallsql.database.TableView)","[""/**"",""\t * Create a binding of the columns form this index to the columns of the table."",""\t * @param database "",""\t * @param tableView"",""\t * @see IndexDescriptions#setTableView"",""\t */"",""\tfinal void init(Database database, TableView tableView)/* throws Exception*/{"",""\t\tint size = tableView.columns.size();"",""\t\tmatrix = new int[size];"",""\t\tfor(int i=0; i\<matrix.length; i++){"",""\t\t\tmatrix[i] = -1;"",""\t\t}"",""\t\t"",""\t\tfor(int i=0; i\<columns.size(); i++){"",""\t\t\tmatrix[tableView.findColumnIdx(columns.get(i))] = i;"",""\t\t}"",""\t}""]"
"/smallsql/database/SSCallableStatement/setAsciiStream(java.lang.String,java.io.InputStream,int)","[""public void setAsciiStream(String parameterName, InputStream x, int length) throws SQLException {"",""        setAsciiStream( findParameter( parameterName ), x, length );"",""    }""]"
/smallsql/database/ExpressionName/isDefinitelyWritable(),"[""boolean isDefinitelyWritable(){"",""\t\treturn true;"",""\t}""]"
/smallsql/database/ViewResult/absolute(int),"[""boolean absolute(int row) throws Exception{"",""\t\treturn commandSelect.absolute(row);"",""\t}""]"
/smallsql/junit/TestOrderBy/testVarcharEmpty(),"[""public void testVarcharEmpty() throws Exception{"",""\t\tinit();"",""\t\tConnection con = AllTests.getConnection();"",""\t\tStatement st = con.createStatement();"",""\t\tResultSet rs;"",""\t\t"",""\t\trs = st.executeQuery(\""SELECT * FROM \"" + table3 + \"" ORDER  by vc\"");"",""\t\t"",""\t\tassertTrue( rs.next() );\t\t"",""\t\tassertNull( rs.getObject(\""vc\"") );"","""",""\t\tassertTrue( rs.next() );"",""\t\tassertEquals( \""\"", rs.getObject(\""vc\"") );"",""\t\t"",""\t\tassertTrue( rs.next() );"",""\t\tassertEquals( table3, rs.getObject(\""vc\"") );"",""\t\t"",""\t\tassertFalse( rs.next() );"",""\t}""]"
